species	genus	type	hi
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9478
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6051
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1545
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8118
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.7881
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.3484
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.9583
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1545
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8118
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.7267
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3109
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5802
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1644
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8605
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4936
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5566
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1195
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3791
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9335
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9511
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5353
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9254
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5353
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.7267
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3109
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1545
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8118
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2057
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7899
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1919
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7548
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1848
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7972
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1848
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7972
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8172
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4250
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4489
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0331
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.7267
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.2660
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1848
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7972
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6093
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1935
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0007
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6051
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3410
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9242
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4048
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9890
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8035
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.3663
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5256
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0543
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.9983
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.5375
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1891
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7984
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1411
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.8882
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.5193
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3388
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9466
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0398
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5791
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3592
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9242
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6337
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.1965
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3756
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9855
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8217
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4310
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2220
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7848
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1885
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7984
s__Klebsiella pneumoniae	g__Klebsiella	hic1	16.0198
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.6297
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.4322
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.9715
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2450
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7871
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3624
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9017
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1919
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6633
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2054
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1885
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7984
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8344
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4186
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9254
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5353
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4232
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0331
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8206
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	16.0778
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.6877
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2114
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3647
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9691
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1627
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8408
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2142
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3592
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9242
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1445
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7548
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3130
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9441
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2343
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8421
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1906
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3388
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9466
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8380
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4250
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1475
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7104
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5802
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1644
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.4120
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.0164
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9511
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5353
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4999
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1098
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2343
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8421
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.5634
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.1965
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6337
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2415
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.7010
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3109
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9541
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5601
s__Klebsiella pneumoniae	g__Klebsiella	hic1	16.0778
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.6877
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8014
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1906
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2566
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7959
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8408
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9307
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5386
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8206
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2902
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8295
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2199
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8298
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1647
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7959
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0141
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6241
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0475
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6104
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8206
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9511
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4904
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8014
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3758
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0331
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6514
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2415
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2902
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8295
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0007
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5601
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1614
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7456
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8087
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4186
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6514
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2415
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.6879
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.2957
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8206
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1759
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8014
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2149
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8722
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1759
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8206
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4092
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0331
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8214
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4787
s__Klebsiella pneumoniae	g__Klebsiella	hic1	16.0638
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.6737
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2142
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2456
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7848
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9275
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5353
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9310
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4904
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1759
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5545
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1644
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1367
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8148
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6097
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2155
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7548
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4103
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9496
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.9801
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.5955
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.9575
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.5675
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.7874
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2118
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8217
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6354
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1747
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1697
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7984
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2566
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7959
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5545
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1644
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9254
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5353
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3821
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0643
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0454
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6553
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.9956
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.6055
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6337
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.1965
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.5842
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2415
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0475
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6104
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8014
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3613
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9242
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3613
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9242
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5406
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1644
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1919
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7548
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1494
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3613
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9242
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.3559
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8952
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1757
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7407
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9951
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6051
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.5928
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.1770
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1757
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7407
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6097
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8771
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4338
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.7332
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.3663
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1906
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1681
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.8462
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8151
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4250
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6097
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4489
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.9881
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0312
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5941
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6545
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.1965
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0208
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5601
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0783
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6565
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1906
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.7267
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.2660
s__Klebsiella pneumoniae	g__Klebsiella	hic1	16.0638
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.6737
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.2330
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7959
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9048
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4697
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8172
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.5842
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2415
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8945
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4338
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1424
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.5079
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2063
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.5282
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2063
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.4357
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.0589
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8302
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4345
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9426
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4818
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.7267
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.2660
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6097
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8172
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8014
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.6371
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.2415
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5357
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1456
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.5055
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.1098
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8172
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6118
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.9972
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.5601
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8235
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4338
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8271
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.3663
s__Klebsiella pneumoniae	g__Klebsiella	hic1	13.9599
s__Klebsiella pneumoniae	g__Klebsiella	hic2	15.5643
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0234
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7015
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6097
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.0869
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.6947
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8408
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3801
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8014
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4113
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.6118
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.2196
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.4232
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.0331
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1488
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7548
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.4466
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.0565
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.9575
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.5675
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8140
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.3533
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8408
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4562
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1488
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7548
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1601
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7443
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8408
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4562
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1898
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7997
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.8228
s__Klebsiella pneumoniae	g__Klebsiella	hic2	17.4070
s__Klebsiella pneumoniae	g__Klebsiella	hic1	14.8151
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.4250
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1259
s__Klebsiella pneumoniae	g__Klebsiella	hic2	16.7534
s__Klebsiella pneumoniae	g__Klebsiella	hic1	15.1001
