contig_length	completeness	type	type2
41743	87.8	SdPs-L	SdPs
20455	43.26	SdPs-S	SdPs
54632	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
39919	100	SdPs-L	SdPs
47679	100	SdPs-L	SdPs
55619	100	SdPs-L	SdPs
13025	36.19	SdPs-S	SdPs
48560	100	SdPs-L	SdPs
42765	92.63	SdPs-L	SdPs
33740	100	SdPs-L	SdPs
45883	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20621	55.6	SdPs-S	SdPs
19651	100	SdPs-S	SdPs
22538	48.08	SdPs-S	SdPs
50443	100	SdPs-L	SdPs
39767	98.84	SdPs-L	SdPs
33729	100	SdPs-L	SdPs
42048	100	SdPs-L	SdPs
31517	92.34	SdPs-L	SdPs
44639	100	SdPs-L	SdPs
48724	100	SdPs-L	SdPs
38716	96.99	SdPs-L	SdPs
93380	100	SdPs-L	SdPs
18861	32.06	SdPs-S	SdPs
14432	34.27	SdPs-S	SdPs
36268	100	SdPs-L	SdPs
59083	100	SdPs-L	SdPs
19749	48.4	SdPs-S	SdPs
46464	100	SdPs-L	SdPs
40206	94.47	SdPs-L	SdPs
57583	100	SdPs-L	SdPs
30318	85.92	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40526	100	SdPs-L	SdPs
42579	98.9	SdPs-L	SdPs
38133	99.72	SdPs-L	SdPs
44704	100	SdPs-L	SdPs
41209	100	SdPs-L	SdPs
47724	100	SdPs-L	SdPs
55407	100	SdPs-L	SdPs
45213	97.02	SdPs-L	SdPs
47910	100	SdPs-L	SdPs
52972	100	SdPs-L	SdPs
53195	96.3	SdPs-L	SdPs
32948	93.62	SdPs-L	SdPs
37141	100	SdPs-L	SdPs
18078	51.67	SdPs-S	SdPs
47891	97.31	SdPs-L	SdPs
51307	100	SdPs-L	SdPs
50349	100	SdPs-L	SdPs
41469	100	SdPs-L	SdPs
23535	51.96	SdPs-S	SdPs
48273	100	SdPs-L	SdPs
46750	100	SdPs-L	SdPs
56141	100	SdPs-L	SdPs
40286	100	SdPs-L	SdPs
49461	100	SdPs-L	SdPs
20428	55.08	SdPs-S	SdPs
18897	40.42	SdPs-S	SdPs
10130	26.64	SdPs-S	SdPs
12312	16.3	SdPs-S	SdPs
56195	100	SdPs-L	SdPs
23575	52.06	SdPs-S	SdPs
37792	100	SdPs-L	SdPs
57988	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
42793	100	SdPs-L	SdPs
30553	96.02	SdPs-L	SdPs
40469	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
33420	97.24	SdPs-L	SdPs
46066	65.59	SdPs-L	SdPs
38283	100	SdPs-L	SdPs
22561	64.67	SdPs-S	SdPs
15373	37.45	SdPs-S	SdPs
20425	46.21	SdPs-S	SdPs
22614	47.74	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
46394	100	SdPs-L	SdPs
30318	85.53	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
43148	100	SdPs-L	SdPs
56940	100	SdPs-L	SdPs
36724	100	SdPs-L	SdPs
41545	100	SdPs-L	SdPs
36703	100	SdPs-L	SdPs
32195	100	SdPs-L	SdPs
39758	98.51	SdPs-L	SdPs
19200	29.57	SdPs-S	SdPs
35808	79.48	SdPs-L	SdPs
55922	100	SdPs-L	SdPs
40453	100	SdPs-L	SdPs
33723	100	SdPs-L	SdPs
58425	89.81	SdPs-L	SdPs
76773	100	SdPs-L	SdPs
43723	100	SdPs-L	SdPs
24907	55.97	SdPs-S	SdPs
46565	99.22	SdPs-L	SdPs
46024	100	SdPs-L	SdPs
58053	100	SdPs-L	SdPs
34970	99.46	SdPs-L	SdPs
47656	90.96	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
40205	100	SdPs-L	SdPs
16013	36.83	SdPs-S	SdPs
51021	96.07	SdPs-L	SdPs
49593	100	SdPs-L	SdPs
55696	100	SdPs-L	SdPs
37792	100	SdPs-L	SdPs
46176	100	SdPs-L	SdPs
40433	85.52	SdPs-L	SdPs
25562	36.55	SdPs-S	SdPs
23229	19.98	SdPs-S	SdPs
22369	47.87	SdPs-S	SdPs
48337	100	SdPs-L	SdPs
32352	95.19	SdPs-L	SdPs
58053	100	SdPs-L	SdPs
34970	99.46	SdPs-L	SdPs
39454	100	SdPs-L	SdPs
42883	98.61	SdPs-L	SdPs
45896	100	SdPs-L	SdPs
36304	100	SdPs-L	SdPs
45701	100	SdPs-L	SdPs
42886	100	SdPs-L	SdPs
36095	100	SdPs-L	SdPs
48507	100	SdPs-L	SdPs
33740	100	SdPs-L	SdPs
45845	100	SdPs-L	SdPs
42731	92.56	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20659	55.71	SdPs-S	SdPs
57211	100	SdPs-L	SdPs
43467	100	SdPs-L	SdPs
51961	100	SdPs-L	SdPs
8355	95.79	SdPs-S	SdPs
35858	100	SdPs-L	SdPs
56228	NA	SdPs-L	SdPs
36954	84.82	SdPs-L	SdPs
47899	91.6	SdPs-L	SdPs
39747	85.38	SdPs-L	SdPs
24482	59.9	SdPs-S	SdPs
16544	36.95	SdPs-S	SdPs
43496	95.91	SdPs-L	SdPs
22998	50.94	SdPs-S	SdPs
22932	46.33	SdPs-S	SdPs
28422	64.07	SdPs-S	SdPs
65579	100	SdPs-L	SdPs
42402	100	SdPs-L	SdPs
36613	100	SdPs-L	SdPs
38295	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
44228	100	SdPs-L	SdPs
33196	100	SdPs-L	SdPs
31228	91.9	SdPs-L	SdPs
28912	94.83	SdPs-S	SdPs
30418	89.42	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
55651	100	SdPs-L	SdPs
38337	100	SdPs-L	SdPs
33812	100	SdPs-L	SdPs
35017	99.5	SdPs-L	SdPs
49658	100	SdPs-L	SdPs
26332	65.52	SdPs-S	SdPs
20451	45.3	SdPs-S	SdPs
22413	49.65	SdPs-S	SdPs
15450	44.82	SdPs-S	SdPs
36405	100	SdPs-L	SdPs
46223	98.6	SdPs-L	SdPs
31771	100	SdPs-L	SdPs
10602	90.08	SdPs-S	SdPs
19166	54.93	SdPs-S	SdPs
18278	43.58	SdPs-S	SdPs
15702	36.28	SdPs-S	SdPs
32384	71.87	SdPs-L	SdPs
51338	100	SdPs-L	SdPs
41982	100	SdPs-L	SdPs
11641	23.52	SdPs-S	SdPs
44131	94.49	SdPs-L	SdPs
51241	98.9	SdPs-L	SdPs
30872	100	SdPs-L	SdPs
31228	91.9	SdPs-L	SdPs
28912	94.83	SdPs-S	SdPs
49780	100	SdPs-L	SdPs
46485	100	SdPs-L	SdPs
10462	88.89	SdPs-S	SdPs
41528	100	SdPs-L	SdPs
45745	100	SdPs-L	SdPs
44859	100	SdPs-L	SdPs
37316	95.33	SdPs-L	SdPs
49490	100	SdPs-L	SdPs
32662	70.17	SdPs-L	SdPs
41499	100	SdPs-L	SdPs
29918	62.09	SdPs-S	SdPs
52553	100	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
55055	100	SdPs-L	SdPs
38337	100	SdPs-L	SdPs
52807	100	SdPs-L	SdPs
11239	95.49	SdPs-S	SdPs
47699	100	SdPs-L	SdPs
29205	99.35	SdPs-S	SdPs
42430	100	SdPs-L	SdPs
39602	98.51	SdPs-L	SdPs
37438	100	SdPs-L	SdPs
45950	98	SdPs-L	SdPs
14164	9.55	SdPs-S	SdPs
51208	89.48	SdPs-L	SdPs
54375	100	SdPs-L	SdPs
52809	93.57	SdPs-L	SdPs
24588	28.49	SdPs-S	SdPs
16072	38.11	SdPs-S	SdPs
33314	64.9	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
36228	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
35886	93.31	SdPs-L	SdPs
37941	95.14	SdPs-L	SdPs
34882	53.96	SdPs-L	SdPs
46373	99.26	SdPs-L	SdPs
12332	17.43	SdPs-S	SdPs
35155	99.33	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
37428	100	SdPs-L	SdPs
48589	98.07	SdPs-L	SdPs
45663	100	SdPs-L	SdPs
39113	91.35	SdPs-L	SdPs
51988	100	SdPs-L	SdPs
11505	97.75	SdPs-S	SdPs
44306	95.31	SdPs-L	SdPs
39871	97.36	SdPs-L	SdPs
46206	98.77	SdPs-L	SdPs
35138	99.28	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
37428	100	SdPs-L	SdPs
14067	100	SdPs-S	SdPs
40167	71.53	SdPs-L	SdPs
40938	100	SdPs-L	SdPs
48279	100	SdPs-L	SdPs
34674	100	SdPs-L	SdPs
45656	100	SdPs-L	SdPs
44744	96.06	SdPs-L	SdPs
21820	44.88	SdPs-S	SdPs
47403	68.28	SdPs-L	SdPs
44516	94.83	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
33730	100	SdPs-L	SdPs
38559	100	SdPs-L	SdPs
12312	16.05	SdPs-S	SdPs
39719	100	SdPs-L	SdPs
47647	100	SdPs-L	SdPs
44242	100	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
55055	100	SdPs-L	SdPs
38337	100	SdPs-L	SdPs
31957	100	SdPs-L	SdPs
47403	67.92	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
57830	100	SdPs-L	SdPs
41393	57.86	SdPs-L	SdPs
41526	100	SdPs-L	SdPs
48583	100	SdPs-L	SdPs
41111	96.84	SdPs-L	SdPs
48389	100	SdPs-L	SdPs
18346	49.47	SdPs-S	SdPs
46178	97.18	SdPs-L	SdPs
45757	100	SdPs-L	SdPs
43304	92.49	SdPs-L	SdPs
49340	100	SdPs-L	SdPs
17274	25.11	SdPs-S	SdPs
35350	100	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
42104	58.86	SdPs-L	SdPs
31957	100	SdPs-L	SdPs
47403	68.35	SdPs-L	SdPs
41563	100	SdPs-L	SdPs
36501	94.81	SdPs-L	SdPs
48818	100	SdPs-L	SdPs
47826	91.46	SdPs-L	SdPs
46210	99.45	SdPs-L	SdPs
44366	93.09	SdPs-L	SdPs
17002	48.72	SdPs-S	SdPs
16575	39.74	SdPs-S	SdPs
42736	100	SdPs-L	SdPs
54230	95.24	SdPs-L	SdPs
41393	57.86	SdPs-L	SdPs
43435	93.57	SdPs-L	SdPs
32296	100	SdPs-L	SdPs
40158	99.38	SdPs-L	SdPs
40235	60.46	SdPs-L	SdPs
17208	40.1	SdPs-S	SdPs
34311	100	SdPs-L	SdPs
33246	94.81	SdPs-L	SdPs
33955	95.93	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
41373	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
51940	96.32	SdPs-L	SdPs
35088	99.73	SdPs-L	SdPs
62635	100	SdPs-L	SdPs
50630	100	SdPs-L	SdPs
44532	95.01	SdPs-L	SdPs
44670	94.87	SdPs-L	SdPs
16786	45.24	SdPs-S	SdPs
32591	99.9	SdPs-L	SdPs
39600	98.43	SdPs-L	SdPs
54233	96.33	SdPs-L	SdPs
38247	94.91	SdPs-L	SdPs
44717	94.13	SdPs-L	SdPs
24363	56.69	SdPs-S	SdPs
31052	62.78	SdPs-L	SdPs
33885	96.3	SdPs-L	SdPs
9485	23.77	SdPs-S	SdPs
35818	100	SdPs-L	SdPs
47421	100	SdPs-L	SdPs
42034	89.86	SdPs-L	SdPs
45024	100	SdPs-L	SdPs
35655	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
46066	100	SdPs-L	SdPs
33955	95.93	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
41373	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
51940	96.32	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40619	100	SdPs-L	SdPs
41029	100	SdPs-L	SdPs
39016	62.01	SdPs-L	SdPs
40121	100	SdPs-L	SdPs
44669	97.15	SdPs-L	SdPs
17577	52.86	SdPs-S	SdPs
32995	96.53	SdPs-L	SdPs
39468	100	SdPs-L	SdPs
37298	91.41	SdPs-L	SdPs
36302	100	SdPs-L	SdPs
46001	73.69	SdPs-L	SdPs
35026	99.55	SdPs-L	SdPs
47801	91.89	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
41393	57.86	SdPs-L	SdPs
54233	96.33	SdPs-L	SdPs
46068	100	SdPs-L	SdPs
47403	100	SdPs-L	SdPs
49878	100	SdPs-L	SdPs
42762	99.93	SdPs-L	SdPs
45247	98.45	SdPs-L	SdPs
22236	54.51	SdPs-S	SdPs
13376	100	SdPs-S	SdPs
50153	77.75	SdPs-L	SdPs
10572	99.04	SdPs-S	SdPs
42573	100	SdPs-L	SdPs
31751	99.23	SdPs-L	SdPs
33711	100	SdPs-L	SdPs
47091	99.18	SdPs-L	SdPs
45407	98.74	SdPs-L	SdPs
53840	100	SdPs-L	SdPs
38629	100	SdPs-L	SdPs
42735	100	SdPs-L	SdPs
37740	93.2	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
33730	100	SdPs-L	SdPs
38559	100	SdPs-L	SdPs
44122	100	SdPs-L	SdPs
40281	100	SdPs-L	SdPs
49958	100	SdPs-L	SdPs
15372	34.92	SdPs-S	SdPs
45389	63.81	SdPs-L	SdPs
61672	100	SdPs-L	SdPs
40495	58.25	SdPs-L	SdPs
30851	90.7	SdPs-L	SdPs
31228	91.9	SdPs-L	SdPs
28912	94.83	SdPs-S	SdPs
59343	98.89	SdPs-L	SdPs
36298	96.49	SdPs-L	SdPs
45746	100	SdPs-L	SdPs
39110	96.99	SdPs-L	SdPs
39522	100	SdPs-L	SdPs
34760	98.82	SdPs-L	SdPs
45600	78.83	SdPs-L	SdPs
41290	99.42	SdPs-L	SdPs
54275	93.81	SdPs-L	SdPs
43879	95.53	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
44092	62.71	SdPs-L	SdPs
13564	21.28	SdPs-S	SdPs
48918	98.67	SdPs-L	SdPs
40249	100	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
41700	91.43	SdPs-L	SdPs
16058	34.11	SdPs-S	SdPs
20652	55.69	SdPs-S	SdPs
44241	100	SdPs-L	SdPs
49093	99.46	SdPs-L	SdPs
41001	100	SdPs-L	SdPs
41845	60.1	SdPs-L	SdPs
55182	100	SdPs-L	SdPs
50844	84.97	SdPs-L	SdPs
38854	100	SdPs-L	SdPs
48002	100	SdPs-L	SdPs
41501	100	SdPs-L	SdPs
33571	95.3	SdPs-L	SdPs
50109	100	SdPs-L	SdPs
32516	97.02	SdPs-L	SdPs
54546	100	SdPs-L	SdPs
42525	100	SdPs-L	SdPs
16639	30.67	SdPs-S	SdPs
23351	49.94	SdPs-S	SdPs
44698	86.08	SdPs-L	SdPs
46816	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
40492	96.57	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40619	100	SdPs-L	SdPs
33675	100	SdPs-L	SdPs
32693	92.96	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
39429	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
40619	100	SdPs-L	SdPs
47003	99.76	SdPs-L	SdPs
48844	100	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
55055	100	SdPs-L	SdPs
38337	100	SdPs-L	SdPs
27726	51.88	SdPs-S	SdPs
20053	57.03	SdPs-S	SdPs
17640	39.03	SdPs-S	SdPs
56228	100	SdPs-L	SdPs
44855	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
41838	100	SdPs-L	SdPs
49491	100	SdPs-L	SdPs
35315	100	SdPs-L	SdPs
35011	100	SdPs-L	SdPs
27518	90.61	SdPs-S	SdPs
38900	97.81	SdPs-L	SdPs
47338	100	SdPs-L	SdPs
43686	96.33	SdPs-L	SdPs
47508	100	SdPs-L	SdPs
31303	100	SdPs-L	SdPs
53816	94.04	SdPs-L	SdPs
12739	54.54	SdPs-S	SdPs
47347	100	SdPs-L	SdPs
36228	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
22406	37.15	SdPs-S	SdPs
21913	53.19	SdPs-S	SdPs
38452	100	SdPs-L	SdPs
26778	49.07	SdPs-S	SdPs
45757	100	SdPs-L	SdPs
19379	55.17	SdPs-S	SdPs
30025	61.07	SdPs-L	SdPs
47347	100	SdPs-L	SdPs
36228	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
42034	89.86	SdPs-L	SdPs
45024	100	SdPs-L	SdPs
35655	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
46066	100	SdPs-L	SdPs
39736	100	SdPs-L	SdPs
15837	33.58	SdPs-S	SdPs
45457	99.37	SdPs-L	SdPs
60750	100	SdPs-L	SdPs
37792	100	SdPs-L	SdPs
46816	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
37485	100	SdPs-L	SdPs
15546	41.09	SdPs-S	SdPs
47347	100	SdPs-L	SdPs
20085	42.81	SdPs-S	SdPs
36228	100	SdPs-L	SdPs
55055	100	SdPs-L	SdPs
38337	100	SdPs-L	SdPs
36452	100	SdPs-L	SdPs
38363	100	SdPs-L	SdPs
23829	51.74	SdPs-S	SdPs
53604	100	SdPs-L	SdPs
36160	100	SdPs-L	SdPs
21594	32.77	SdPs-S	SdPs
34984	100	SdPs-L	SdPs
22075	19.11	SdPs-S	SdPs
56431	99.57	SdPs-L	SdPs
33084	100	SdPs-L	SdPs
19166	54.93	SdPs-S	SdPs
18278	43.58	SdPs-S	SdPs
10605	90.1	SdPs-S	SdPs
42391	100	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
56770	100	SdPs-L	SdPs
41393	57.86	SdPs-L	SdPs
41750	100	SdPs-L	SdPs
17002	48.72	SdPs-S	SdPs
25064	50.62	SdPs-S	SdPs
18338	52.55	SdPs-S	SdPs
16575	39.74	SdPs-S	SdPs
34149	100	SdPs-L	SdPs
48859	100	SdPs-L	SdPs
37305	100	SdPs-L	SdPs
20865	67.78	SdPs-S	SdPs
40386	100	SdPs-L	SdPs
48340	100	SdPs-L	SdPs
42092	100	SdPs-L	SdPs
48449	69.12	SdPs-L	SdPs
19491	87.74	SdPs-S	SdPs
42034	89.86	SdPs-L	SdPs
45024	100	SdPs-L	SdPs
35655	100	SdPs-L	SdPs
8139	20.73	SdPs-S	SdPs
46066	100	SdPs-L	SdPs
42970	100	SdPs-L	SdPs
12312	16.05	SdPs-S	SdPs
39718	100	SdPs-L	SdPs
23030	65.29	SdPs-S	SdPs
29141	62.71	SdPs-S	SdPs
47042	100	SdPs-L	SdPs
47258	100	SdPs-L	SdPs
45692	95.5	SdPs-L	SdPs
45355	94.77	SdPs-L	SdPs
48577	100	SdPs-L	SdPs
36559	100	SdPs-L	SdPs
39553	98.05	SdPs-L	SdPs
43459	100	SdPs-L	SdPs
36731	100	SdPs-L	SdPs
27340	57.99	SdPs-S	SdPs
56957	100	SdPs-L	SdPs
16885	8.78	SdPs-S	SdPs
9338	20.29	SdPs-S	SdPs
44334	96.08	SdPs-L	SdPs
42383	94.33	SdPs-L	SdPs
42116	94.11	SdPs-L	SdPs
49162	90.77	SdPs-L	SdPs
42943	87.73	SdPs-L	SdPs
20812	59.97	SdPs-S	SdPs
44265	100	SdPs-L	SdPs
31305	72.7	SdPs-L	SdPs
29296	26.57	SdPs-S	SdPs
9272	28	SdPs-S	SdPs
31957	100	SdPs-L	SdPs
42614	100	SdPs-L	SdPs
40492	96.57	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
16013	36.54	SdPs-S	SdPs
47681	100	SdPs-L	SdPs
39602	98.51	SdPs-L	SdPs
37438	100	SdPs-L	SdPs
45950	98	SdPs-L	SdPs
32640	100	SdPs-L	SdPs
44816	100	SdPs-L	SdPs
20540	45.5	SdPs-S	SdPs
22415	49.65	SdPs-S	SdPs
15450	44.82	SdPs-S	SdPs
31010	63.76	SdPs-L	SdPs
30553	100	SdPs-L	SdPs
41393	57.86	SdPs-L	SdPs
42736	100	SdPs-L	SdPs
54233	96.33	SdPs-L	SdPs
44794	94.96	SdPs-L	SdPs
21633	53.92	SdPs-S	SdPs
33365	100	SdPs-L	SdPs
30943	96.76	SdPs-L	SdPs
44871	97.9	SdPs-L	SdPs
46068	99.55	SdPs-L	SdPs
47403	100	SdPs-L	SdPs
47042	99.71	SdPs-L	SdPs
61030	100	SdPs-L	SdPs
61753	100	SdPs-L	SdPs
42728	100	SdPs-L	SdPs
42487	100	SdPs-L	SdPs
36144	100	SdPs-L	SdPs
49480	100	SdPs-L	SdPs
23103	35.71	SdPs-S	SdPs
27077	75	SdPs-S	SdPs
30063	85.43	SdPs-L	SdPs
29485	92.08	SdPs-S	SdPs
33455	100	SdPs-L	SdPs
38647	92.31	SdPs-L	SdPs
41203	100	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
43941	66.18	SdPs-L	SdPs
70915	100	SdPs-L	SdPs
12312	16.3	SdPs-S	SdPs
39719	100	SdPs-L	SdPs
32074	100	SdPs-L	SdPs
49422	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
42084	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
39661	100	SdPs-L	SdPs
34025	100	SdPs-L	SdPs
42734	100	SdPs-L	SdPs
34885	91.69	SdPs-L	SdPs
24465	42.64	SdPs-S	SdPs
29846	100	SdPs-S	SdPs
34002	100	SdPs-L	SdPs
19651	100	SdPs-S	SdPs
15607	66.06	SdPs-S	SdPs
52447	100	SdPs-L	SdPs
49971	100	SdPs-L	SdPs
45243	100	SdPs-L	SdPs
38607	100	SdPs-L	SdPs
23995	44.39	SdPs-S	SdPs
41483	100	SdPs-L	SdPs
11394	32.57	SdPs-S	SdPs
39697	100	SdPs-L	SdPs
22931	65.17	SdPs-S	SdPs
42790	100	SdPs-L	SdPs
9993	100	SdPs-S	SdPs
32684	100	SdPs-L	SdPs
45538	72.18	SdPs-L	SdPs
44441	52.51	SdPs-L	SdPs
38981	67.13	SdPs-L	SdPs
33851	100	SdPs-L	SdPs
31767	99.36	SdPs-L	SdPs
46575	99.04	SdPs-L	SdPs
15271	100	SdPs-S	SdPs
51656	100	SdPs-L	SdPs
41798	99.71	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
56112	100	SdPs-L	SdPs
46210	100	SdPs-L	SdPs
49570	100	SdPs-L	SdPs
11496	97.67	SdPs-S	SdPs
20063	49.7	SdPs-S	SdPs
38377	95.26	SdPs-L	SdPs
18091	37.85	SdPs-S	SdPs
54249	100	SdPs-L	SdPs
43850	97.5	SdPs-L	SdPs
49444	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37954	82.87	SdPs-L	SdPs
14198	19.9	SdPs-S	SdPs
20626	55.62	SdPs-S	SdPs
39207	100	SdPs-L	SdPs
37198	99.38	SdPs-L	SdPs
41834	100	SdPs-L	SdPs
37517	100	SdPs-L	SdPs
12253	20.56	SdPs-S	SdPs
57945	100	SdPs-L	SdPs
44509	94.4	SdPs-L	SdPs
16789	45.25	SdPs-S	SdPs
41272	88.47	SdPs-L	SdPs
48656	69.28	SdPs-L	SdPs
21098	65.62	SdPs-S	SdPs
46825	100	SdPs-L	SdPs
43475	93.1	SdPs-L	SdPs
13425	32.39	SdPs-S	SdPs
54094	100	SdPs-L	SdPs
32487	92.32	SdPs-L	SdPs
9499	13.56	SdPs-S	SdPs
47807	100	SdPs-L	SdPs
31979	99.5	SdPs-L	SdPs
12312	16.3	SdPs-S	SdPs
39719	100	SdPs-L	SdPs
42837	100	SdPs-L	SdPs
34192	97.14	SdPs-L	SdPs
33208	100	SdPs-L	SdPs
39941	100	SdPs-L	SdPs
78313	100	SdPs-L	SdPs
66733	100	SdPs-L	SdPs
41165	96.92	SdPs-L	SdPs
9682	90.7	SdPs-S	SdPs
34192	97.14	SdPs-L	SdPs
44528	100	SdPs-L	SdPs
43697	100	SdPs-L	SdPs
52048	77.16	SdPs-L	SdPs
48760	100	SdPs-L	SdPs
39241	100	SdPs-L	SdPs
35870	100	SdPs-L	SdPs
55745	97.97	SdPs-L	SdPs
16585	15.22	SdPs-S	SdPs
49431	100	SdPs-L	SdPs
40099	100	SdPs-L	SdPs
37952	79.27	SdPs-L	SdPs
15536	28.24	SdPs-S	SdPs
42084	100	SdPs-L	SdPs
20626	55.62	SdPs-S	SdPs
23103	35.71	SdPs-S	SdPs
43427	92.48	SdPs-L	SdPs
40219	90.2	SdPs-L	SdPs
44886	92.46	SdPs-L	SdPs
40122	100	SdPs-L	SdPs
47242	86.91	SdPs-L	SdPs
31199	100	SdPs-L	SdPs
45644	97.73	SdPs-L	SdPs
41521	100	SdPs-L	SdPs
36003	100	SdPs-L	SdPs
42044	100	SdPs-L	SdPs
88698	100	SdPs-L	SdPs
37083	87.5	SdPs-L	SdPs
33364	100	SdPs-L	SdPs
39272	99.62	SdPs-L	SdPs
42837	100	SdPs-L	SdPs
34192	97.14	SdPs-L	SdPs
33208	100	SdPs-L	SdPs
39941	100	SdPs-L	SdPs
41793	99.7	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
36061	99.71	SdPs-L	SdPs
11849	24.71	SdPs-S	SdPs
40663	99.68	SdPs-L	SdPs
34214	100	SdPs-L	SdPs
44752	99.36	SdPs-L	SdPs
56429	100	SdPs-L	SdPs
39738	98.96	SdPs-L	SdPs
55752	100	SdPs-L	SdPs
46494	96.37	SdPs-L	SdPs
15610	35.48	SdPs-S	SdPs
15566	35.36	SdPs-S	SdPs
41292	100	SdPs-L	SdPs
42648	100	SdPs-L	SdPs
34854	100	SdPs-L	SdPs
33138	97.05	SdPs-L	SdPs
49971	100	SdPs-L	SdPs
45243	100	SdPs-L	SdPs
38607	100	SdPs-L	SdPs
41660	100	SdPs-L	SdPs
45920	97.96	SdPs-L	SdPs
51686	90.32	SdPs-L	SdPs
13785	34.09	SdPs-S	SdPs
47242	86.91	SdPs-L	SdPs
45644	97.73	SdPs-L	SdPs
41521	100	SdPs-L	SdPs
36003	100	SdPs-L	SdPs
41794	98.83	SdPs-L	SdPs
37519	100	SdPs-L	SdPs
17079	37.2	SdPs-S	SdPs
43299	100	SdPs-L	SdPs
40525	100	SdPs-L	SdPs
18326	52.51	SdPs-S	SdPs
16575	39.74	SdPs-S	SdPs
48451	100	SdPs-L	SdPs
37869	98.66	SdPs-L	SdPs
49971	100	SdPs-L	SdPs
45243	100	SdPs-L	SdPs
38607	100	SdPs-L	SdPs
12312	16.3	SdPs-S	SdPs
39719	100	SdPs-L	SdPs
46444	99.39	SdPs-L	SdPs
50386	100	SdPs-L	SdPs
42433	100	SdPs-L	SdPs
33658	100	SdPs-L	SdPs
47306	100	SdPs-L	SdPs
48728	100	SdPs-L	SdPs
33108	100	SdPs-L	SdPs
32967	100	SdPs-L	SdPs
47258	100	SdPs-L	SdPs
34192	97.14	SdPs-L	SdPs
44528	100	SdPs-L	SdPs
43698	100	SdPs-L	SdPs
41175	100	SdPs-L	SdPs
